cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,nivel
"200033","20009600","200096","0",1.000000000000000,Ayacucho 953,Ayacucho 953,Esc. Integral Interdisciplinaria N¬ 01,EII 01 (ER 01),4815-7684/4811-2158,edrec1_de1@bue.edu.ar/ escuela1recup@yahoo.com.ar,C1111,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,PriEsp - OSEEsp,Nivel Primario Especial y Otros Servicios Educativos de la modalidad Especial,EII,Escuela de Integración Interdisciplinaria,Dirección de Educación Especial,Ministerio de Educación,1.000000000000000,2.000000000000000,RECOLETA,04 - HOSP FERNANDEZ,"1",106188.152296999993268,103467.473312000001897,Primario Especial - Otros Servicios Educativos de la modalidad Especial
"202222","20284800","202848","0",1.000000000000000,Avda. Avellaneda 2177,Avda. Avellaneda 2177,UGEE N° 12 Bachillerato Popular de Adultos y Adolescentes Flores,UGEE 12 B.Pop Flores,4633-6087,deaa_ue12_de3@bue.edu.ar,C2177,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,UE,Unidad de Gestión Educativa Experimental,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,12.000000000000000,7.000000000000000,FLORES,01 - HOSP ALVAREZ,"1",100120.183097999994061,100677.002911999996286,Secundario de Jóvenes y Adultos
"202223","20301500","203015","0",1.000000000000000,Villa 31 Mza. 17 C.21 Bº Guemes,Villa 31 Mza. 17 Casa 21 B° Guemes,UGEE N° 20 Bachillerato Popular de Jóvenes y Adultos Alberto Chejolan Huellas del Barrio 31,UGEE 20 B.Pop Huellas Bº31,"1153690616",bachialbertochejolan@gmail.com,C1104,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,UE,Unidad de Gestión Educativa Experimental,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,1.000000000000000,1.000000000000000,RETIRO,04 - HOSP FERNANDEZ,"1",107688.269096999996691,105120.286112000001594,Secundario de Jóvenes y Adultos
"202224","20282800","202828","0",1.000000000000000,Diógenes Taborda 1096,Diógenes Taborda 1096,Escuela Infantil N° 13/05°,EI 13/05,4912-3626,dei_ei13_de5@bue.edu.ar / escuela13_de5@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,Ministerio de Educación,5.000000000000000,4.000000000000000,NUEVA POMPEYA,05 - HOSP PENNA,"1",104973.362697000004118,97524.228712199997972,Inicial Común
"202226","20281500","202815","0",1.000000000000000,Marcelo T. de Alvear 1650,Marcelo T. de Alvear 1650,Servicio de Educación a Distancia (SEAD),SEAD,4129-1300/1537,sead@educacion.gob.ar/sead-secretaria@iupfa.gob.ar,C1062,S/D,PriCom - SecCom,Nivel Primario y Secundario Común,,No Corresponde - Gob Nac,,Otros,1.000000000000000,2.000000000000000,RECOLETA,04 - HOSP FERNANDEZ,"1",106659.371396999980789,103530.842212000003201,Primario Común - Secundario Común
"202229","20288800","202888","0",2.000000000000000,Jerónimo Salguero 165,Jerónimo Salguero 165,Escuela Alamos,E Alamos,4983-1676,alamos.escuelaprimaria@gmail.com,C1177,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"4",103981.331497000006493,102245.426611999995657,Inicial Común - Primario Común
"202229","20282900","202829","0",2.000000000000000,Jerónimo Salguero 165,Jerónimo Salguero 165,Mio Bambino,Mio Bambino,4983-1676,miobambino@live.com.ar,C1177,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"4",103981.331497000006493,102245.426611999995657,Otros Servicios Educativos de la modalidad Común
"202231","20283600","202836","0",2.000000000000000,Gaspar Jovellanos 289,Gaspar Jovellanos 289,Jugando a Crecer,J a Crecer,4362-6021,info@jugandoacrecer.com.ar,C1268,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,4.000000000000000,4.000000000000000,BARRACAS,02 - HOSP ARGERICH,"4",108233.980895999993663,99482.929712199984351,Otros Servicios Educativos de la modalidad Común
"200104","20146900","201469","0",1.000000000000000,Guardia Vieja 3950,Guardia Vieja 3950,Escuela Infantil N° 02/02° Pampita,EI 02/02,4861-6584,dei_ei2_de2@bue.edu.ar,C1192,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103978.189096999994945,103148.573311999993166,Inicial Común
"202233","20283800","202838","0",2.000000000000000,Bartolomé Mitre 1848,Bartolomé Mitre 1848,Jardín Materno Infantil El Gato Garabato,JMI El Gato Garabato,4127-4707/12,djardin@hcdn.gob.ar,C1039,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,1.000000000000000,3.000000000000000,BALVANERA,08 - HOSP RAMOS MEJIA,"1",106455.044896999999764,102343.361512000003131,Otros Servicios Educativos de la modalidad Común
"202234","20281300","202813","0",2.000000000000000,Jean Jaurés 967,Jean Jaurés 967,Escuela Infantil Primeras Huellas,EI Primeras Huellas,4961-0850/2811,primerashuellas95@gmail.com,C1215,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,2.000000000000000,3.000000000000000,BALVANERA,08 - HOSP RAMOS MEJIA,"1",105191.024397000001045,103396.776211999997031,Otros Servicios Educativos de la modalidad Común
"200009","20162200","201622","0",1.000000000000000,Tte. Gral. Juan Domingo Perón 1140,Tte. Gral. Juan Domingo Perón 1140,Centro Educativo de Nivel Secundario N° 26,CENS 26,4381-1891,deaa_cens26_de1@bue.edu.ar,C1038,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,1.000000000000000,1.000000000000000,SAN NICOLAS,08 - HOSP RAMOS MEJIA,"1",107399.631296999999904,102549.216012000004412,Secundario de Jóvenes y Adultos
"202235","20281200","202812","0",2.000000000000000,San Martín 551,San Martín 551,Jardín Maternal Tierra de Sueños,JM Tierra de Sueños,4328-1119,alim.caceres@hotmail.com,C1004,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,1.000000000000000,1.000000000000000,SAN NICOLAS,02 - HOSP ARGERICH,"4",108208.837096999995993,103065.259011999994982,Otros Servicios Educativos de la modalidad Común
"202236","20281900","202819","0",2.000000000000000,Tacuarí 222,Tacuarí 222,Inst. Finedu,I Finedu,4343-5573,info@finedu.com.ar,C1071,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,3.000000000000000,1.000000000000000,MONTSERRAT,02 - HOSP ARGERICH,"1",107734.356497000000672,102023.587211999998544,Superior No Universitario Común
"202237","20282600","202826","0",2.000000000000000,Gral. Gregorio Aráoz de Lamadrid 447,Gral. Gregorio Aráoz de Lamadrid 447,Escuela Social San Juan Bosco - La Nocturna,Esc Soc La Nocturna,4301-1155/4302-2194,sjnocturno@gmail.com,C1162,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecAdu,Nivel Secundario de Jóvenes y Adultos,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,4.000000000000000,4.000000000000000,BOCA,02 - HOSP ARGERICH,"1",109611.363595999995596,99133.667612300007022,Secundario de Jóvenes y Adultos
"202238","20282100","202821","0",2.000000000000000,Avda. Corrientes 5295,Avda. Corrientes 5295,Inst. de Formación Superior SEDEBA,I F Sup SEDEBA,4856-4449,instituto@sedeba.org.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,9.000000000000000,15.000000000000000,VILLA CRESPO,03 - HOSP DURAND,"1",102176.500698000003467,103357.520411000019521,Superior No Universitario Común
"202240","20276500","202765","0",1.000000000000000,José Marmol 1350,José Marmol 1350,Centro de Formación Profesional N° 30,CFP 30,5168-3200 INT 4275,cfp30_de6@bue.edu.ar /cfp30plasticas@yahoo.com.ar,C1255,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,Ministerio de Educación,6.000000000000000,5.000000000000000,BOEDO,03 - HOSP DURAND,"1",103687.365296999982093,99855.791711900004884,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"202240","20160400","201604","0",1.000000000000000,José Mármol 1350,José Mármol 1350,Centro Educativo de Nivel Secundario N° 11,CENS 11,4304-0102,deaa_cens011_de3@bue.edu.ar,C1255,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,6.000000000000000,5.000000000000000,BOEDO,03 - HOSP DURAND,"1",103689.349201999997604,99859.103954200007138,Secundario de Jóvenes y Adultos
"200091","20198700","201987","0",1.000000000000000,Pringles 1165,Pringles 1165,CENOF Centro Pringles,CENOF Pringles,4862-9561,cnf.pringles@bue.edu.ar,C1183,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"2",103390.213696999999229,103416.592011000000639,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"202241","20202101","202021","1",1.000000000000000,Avda. Dorrego 690,Avda. Dorrego 690,Centro de Formación Profesional N° 11 (anexo) - Talleres Dorrego,CFP 11 (a) Talleres Dorrego,4854-8279/4983-7451,cfp_once@yahoo.com.ar,C1414,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,Ministerio de Educación,14.000000000000000,15.000000000000000,CHACARITA,10 - HOSP TORNU,"1",101319.198598000002676,104054.961311000006390,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"202584","20106200","201062","0",1.000000000000000,Zuviría 6550,Zuviría 6550,Esc. de Educacion Media N° 01/20° Biblioteca del Congreso de la Nación,EEM 01/20,4602-3763/3833,dem_eem1_de20@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,Ministerio de Educación,20.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97351.178197800007183,94930.096211900003254,Secundario Común
"200396","20292500","202925","0",1.000000000000000,Yerbal 25,Yerbal 25,Instituto de Formación Técnica Superior N° 29,IFTS 29,4902-1681/15-69767195,dfts_ifts29_de7@bue.edu.ar,C1405,http://www.buenosaires.gob.ar/educacion/estudiantes/terciario/formacion-tecnica-superior,SNUCom - OSEAdu,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,IFTS,Instituto de Educación Superior (Formación Técnica),Dirección de Educación Técnica Superior,"1",7.000000000000000,6.000000000000000,CABALLITO,03 - HOSP DURAND,"3",102986.431396999993012,101671.881011999998009,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200014","20197100","201971","0",1.000000000000000,Juncal 3131,Juncal 3131,CENOF Centro Juncal - Esc. Primaria 16/01°,CENOF Juncal,4804-2411,cnf_juncal@hotmail.com,C1425,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,1.000000000000000,14.000000000000000,PALERMO,04 - HOSP FERNANDEZ,"2",105002.236797000005026,104837.492010999994818,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"202242","20184527","201845","27",1.000000000000000,Villa 31 Bis Carlos Mujica 3000 Mza. 104 Casa 125,Villa 31 Bis Carlos Mujica 3000 Mza. 104 Casa 125,"Centro de Alfabetización, Educación Básica y Trabajo N° 18",CAEByT 18,4301-2540,paebyt@gmail.com,C1104,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,1.000000000000000,1.000000000000000,RETIRO,04 - HOSP FERNANDEZ,"4",107064.515696999995271,105285.623911999995471,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"202245","20308300","203083","0",1.000000000000000,Avda. Juan de Garay 2900,Avda. Juan de Garay 2900,CENOF Centro Seis Esquinas,CENOF 6 Esquinas,4323-9350,cnfseisesquinas@gmail.com,"1256",http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,6.000000000000000,4.000000000000000,PARQUE PATRICIOS,05 - HOSP PENNA,"2",105310.868896999993012,99996.500211999999010,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"202245","20285300","202853","0",1.000000000000000,Avda. Juan de Garay 2900,Avda. Juan de Garay 2900,UGEE N° 13 Bachillerato Popular de Jóvenes y Adultos Raymundo Gleyzer,UGEE 13 B.Pop R Gleyzer,4308-3788,bachipp@gmail.com,C1256,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,UE,Unidad de Gestión Educativa Experimental,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,6.000000000000000,4.000000000000000,PARQUE PATRICIOS,05 - HOSP PENNA,"1",105310.868896999993012,99996.500211999999010,Secundario de Jóvenes y Adultos
"202245","20159888","201598","88",1.000000000000000,Avda. Juan de Garay 2900,Avda. Juan de Garay 2900,Centro Educativo de Nivel Primario N° 64,CENP 64,4672-2684,adu_centros@yahoo.com.ar,C1256,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,6.000000000000000,4.000000000000000,PARQUE PATRICIOS,05 - HOSP PENNA,"1",105310.868896999993012,99996.500211999999010,Primario de Jóvenes y Adultos
"200091","20040400","200404","0",1.000000000000000,Pringles 1165,Pringles 1165,Esc. Primaria Común N° 20 Rosario Vera Peñaloza,EPjs 20,4862-9561,dep_epc20_de2@bue.edu.ar,C1183,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103390.213696999999229,103416.592011000000639,Primario Común
"200092","20021400","200214","0",1.000000000000000,Sánchez de Bustamante 260,Sánchez de Bustamante 260,Esc. Primaria Común N° 22 Carlos Javier Benielli,EPjs 22,4861-3431,dep_epc22_de2@bue.edu.ar,C1173,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,08 - HOSP RAMOS MEJIA,"1",104425.153296999982558,102539.568411999993259,Primario Común
"202707","20274700","202747","0",2.000000000000000,Gorriti 4482,Gorriti 4482,Inst. de Comúnicación y Cultura Contemporánea Walter Benjamín,I CyCC W Benjamín,4832-8696,info@walterbenjamin.org.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,2.000000000000000,14.000000000000000,PALERMO,04 - HOSP FERNANDEZ,"1",103422.857040000002598,104011.391342999995686,Superior No Universitario Común
"202248","20274900","202749","0",2.000000000000000,Paysandú 564,Paysandú 564,Inst. Traso,I Traso,3534-7867 / 4432-6547,iastitutotra.so@gmail.com,C1405,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,PriEsp - OSEEsp,Nivel Primario Especial y Otros Servicios Educativos de la modalidad Especial,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,7.000000000000000,6.000000000000000,CABALLITO,01 - HOSP ALVAREZ,"1",101227.573497999997926,101393.701612000004388,Primario Especial - Otros Servicios Educativos de la modalidad Especial
"202250","20278700","202787","0",2.000000000000000,Tucumán 1610,Tucumán 1610,Inst. Superior de Enseñanza Hotelero Gastronómica,ISE Hotelero Gastronómico,4372-7275 INT 502,secretaria@iseha.edu.ar,C1050,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,1.000000000000000,1.000000000000000,SAN NICOLAS,08 - HOSP RAMOS MEJIA,"1",106745.387996999997995,103031.289111999998568,Superior No Universitario Común
"202252","20276600","202766","0",2.000000000000000,Solís 480,Solís 480,Cauce XXI,Cauce XXI,4383-4894,escuelainfantilcauce@hotmail.com,C1078,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,3.000000000000000,1.000000000000000,MONTSERRAT,08 - HOSP RAMOS MEJIA,"1",106702.311596999992616,101624.896812000006321,Otros Servicios Educativos de la modalidad Común
"202255","20276900","202769","0",2.000000000000000,Alejandro Magariños Cervantes 2884,Alejandro Magariños Cervantes 2884,Brotecitos,Brotecitos,4582-4640,mijardinbrotecitos@hotmail.com.ar,C1408,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,12.000000000000000,11.000000000000000,VILLA SANTA RITA,01 - HOSP ALVAREZ,"1",98516.311497999995481,101763.462811000019428,Otros Servicios Educativos de la modalidad Común
"202583","20298900","202989","0",1.000000000000000,José Barros Pazos 3620,José Barros Pazos 3610,Esc. Primaria Común N° 24,EPjc 24,4919-9004/8863,dep_epc24_de19@bue.edu.ar / dep_epc24_de19inscripciones@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,19.000000000000000,8.000000000000000,VILLA SOLDATI,06 - HOSP PIÑERO,"1",101173.430397000003722,96273.703012099998887,Primario Común
"202257","20277100","202771","0",2.000000000000000,Fray Luis Beltrán 53,Fray Luis Beltrán 53,Jardín Carita Feliz,J Carita Feliz,4634-0231,escuelainfantilcaritafeliz@hotmail.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,12.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100484.742297999997390,100304.543111999999383,Otros Servicios Educativos de la modalidad Común
"202260","20277400","202774","0",2.000000000000000,Céspedes 3517,Céspedes 3517,Oaky,Oaky,4551-4803,anukytta@hotmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,14.000000000000000,15.000000000000000,CHACARITA,10 - HOSP TORNU,"1",100750.486298000003444,105531.034010999996099,Otros Servicios Educativos de la modalidad Común
"202261","20277500","202775","0",2.000000000000000,Leiva 4012,Leiva 4012,Escuela Infantil Green Garden,EI Green Garden,4855-0229,jardingreengarden@yahoo.com.ar,C1427,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,14.000000000000000,15.000000000000000,CHACARITA,10 - HOSP TORNU,"1",101460.119198000000324,104408.246111000000383,Otros Servicios Educativos de la modalidad Común
"202264","20277800","202778","0",2.000000000000000,Ibarrola 7065,Ibarrola 7065,Escuela Infantil Rulos y Moños,EI Rulos y Moños,4644-7057,escuelainfantil_rym@live.com.ar,C1408,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,20.000000000000000,9.000000000000000,LINIERS,09 - HOSP SANTOJANNI,"1",94268.647198499995284,98646.901011399997515,Otros Servicios Educativos de la modalidad Común
"202702","20278200","202782","0",2.000000000000000,Pilar 763,Pilar 763,Alegres Campanitas,Alegres Campanitas,4641-3321,jardinalegrescampanitas@yahoo.com.ar,C1408,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,20.000000000000000,9.000000000000000,LINIERS,09 - HOSP SANTOJANNI,"1",94965.510041000001365,97944.212460299997474,Otros Servicios Educativos de la modalidad Común
"202267","20278000","202780","0",2.000000000000000,Bulnes 1461,Bulnes 1461,Chispita,Chispita,4963-6851,veronica_mancebof@hotmail.com,C1176,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,2.000000000000000,14.000000000000000,PALERMO,04 - HOSP FERNANDEZ,"1",104303.001596999994945,103844.174010999995517,Otros Servicios Educativos de la modalidad Común
"202270","20278400","202784","0",2.000000000000000,Mayor Arturo Luisoni 2359,Avda. de los Inmigrantes 1950,Jardín de la Unión,J de la Unión,4130-6199,jardindelaunion@hotmail.com,C1104,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,1.000000000000000,1.000000000000000,RETIRO,04 - HOSP FERNANDEZ,"1",108405.923697000005632,104850.180911999996169,Otros Servicios Educativos de la modalidad Común
"202310","20294501","202945","1",1.000000000000000,Gutemberg 3674,Gutemberg 3674,Centro Educativo para Niños en Tiempos y Espacios Singulares N° 03 anexo,CENTES 03 (a),S/D,S/D,C1419,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriEsp,Nivel Primario Especial,CENTES,Centro Educativo para Niños en tiempos y espacios singulares,Dirección de Educación Especial,Ministerio de Educación,17.000000000000000,11.000000000000000,VILLA DEVOTO,12 - HOSP ZUBIZARRETA,"4",95789.308098599998630,103737.408410999996704,Primario Especial
"202272","20278500","202785","0",2.000000000000000,Simbrón 3102,Simbrón 3102,Escuela Infantil Morumbí,EI Morumbí,4504-8584,jardinmorumbi@yahoo.com.ar,C1417,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,17.000000000000000,11.000000000000000,VILLA DEL PARQUE,12 - HOSP ZUBIZARRETA,"4",97059.322498399997130,103364.477410999985295,Otros Servicios Educativos de la modalidad Común
"202275","20301700","203017","0",1.000000000000000,Villa Los Piletones Mza. 1 Casa 42 Junta Vecinal Los Piletones,Villa Los Piletones Mza. 1 Casa 42 Junta Vecinal Los Piletones,UGEE N° 22 Bachillerato Popular de Jóvenes y Adultos Sol del Sur,UGEE 22 B.Pop Sol del Sur,15-5101 1022,bpsoldelsur@gmail.com,C1437,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,UE,Unidad de Gestión Educativa Experimental,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA SOLDATI,06 - HOSP PIÑERO,"1",100840.001197000005050,96307.247111999997287,Secundario de Jóvenes y Adultos
